name,id,date,playoffs,age,tm,venue,opp,plus_minus,gs,minutes,seconds,fg,fga,fg_percent,x3p,x3pa,x3p_percent,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,gm_sc
Natalie Achonwa,achonna01w,2017-05-14,0,24-173,IND,@,SEA,-5,0,6,55,0,0,0,0,0,0,2,2,1,1,0,1,0,1,0,2,0,2,1.7
Natalie Achonwa,achonna01w,2017-05-17,0,24-176,IND,@,PHO,-23,0,13,27,5,7,0.714,0,0,0,1,1,1,2,1,3,0,0,0,1,3,11,7.6
Natalie Achonwa,achonna01w,2017-05-20,0,24-179,IND,,CON,2,0,9,17,2,2,1,0,0,0,1,2,0.5,0,1,1,1,0,1,1,3,5,3.5
Natalie Achonwa,achonna01w,2017-05-24,0,24-183,IND,,LAS,3,0,16,31,2,3,0.667,0,0,0,0,0,0,1,2,3,0,0,0,0,3,4,2.8
Natalie Achonwa,achonna01w,2017-05-28,0,24-187,IND,@,SEA,-24,0,16,51,3,3,1,0,0,0,4,4,1,0,1,1,0,0,0,1,2,10,7.6
Natalie Achonwa,achonna01w,2017-05-30,0,24-189,IND,@,DAL,-27,0,17,27,3,4,0.75,0,0,0,7,8,0.875,1,2,3,1,0,0,3,3,13,8.8
Natalie Achonwa,achonna01w,2017-06-03,0,24-193,IND,,DAL,6,0,18,24,6,11,0.545,0,0,0,0,1,0,2,5,7,2,0,0,0,0,12,10.6
Natalie Achonwa,achonna01w,2017-06-07,0,24-197,IND,,PHO,-8,0,9,45,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,2,5,0,-2.7
Natalie Achonwa,achonna01w,2017-06-09,0,24-199,IND,,SEA,3,0,29,41,7,10,0.7,0,0,0,3,4,0.75,1,2,3,0,2,0,1,2,17,13.9
Natalie Achonwa,achonna01w,2017-06-11,0,24-201,IND,@,WAS,-18,0,19,11,1,5,0.2,0,0,0,0,0,0,0,3,3,0,0,0,0,2,2,-1
Natalie Achonwa,achonna01w,2017-06-15,0,24-205,IND,,ATL,11,0,22,56,3,4,0.75,0,0,0,1,2,0.5,1,5,6,0,0,1,0,1,7,7.5
Natalie Achonwa,achonna01w,2017-06-18,0,24-208,IND,@,CHI,12,0,17,45,1,4,0.25,0,0,0,0,0,0,0,2,2,0,0,1,0,4,2,-0.7
Natalie Achonwa,achonna01w,2017-06-24,0,24-214,IND,,LAS,-11,0,14,57,1,2,0.5,0,0,0,1,1,1,0,5,5,0,0,3,0,3,3,4.4
Natalie Achonwa,achonna01w,2017-06-28,0,24-218,IND,@,CHI,7,0,15,46,2,4,0.5,0,0,0,2,2,1,0,0,0,1,1,0,2,0,6,3.7
Natalie Achonwa,achonna01w,2017-07-01,0,24-221,IND,,CON,-6,0,25,49,3,7,0.429,0,0,0,0,0,0,0,2,2,0,0,1,2,3,6,0.4
Natalie Achonwa,achonna01w,2017-07-07,0,24-227,IND,@,ATL,-21,0,17,29,3,6,0.5,0,0,0,0,2,0,1,2,3,1,0,1,0,4,6,3.3
Natalie Achonwa,achonna01w,2017-07-12,0,24-232,IND,,SAS,-7,0,20,39,4,6,0.667,0,0,0,1,2,0.5,1,4,5,3,0,1,0,3,9,9.5
Natalie Achonwa,achonna01w,2017-07-14,0,24-234,IND,,WAS,-14,1,24,44,2,7,0.286,0,0,0,3,4,0.75,2,3,5,1,1,0,0,1,7,6.1
