name,id,date,playoffs,age,tm,venue,opp,plus_minus,gs,minutes,seconds,fg,fga,fg_percent,x3p,x3pa,x3p_percent,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,gm_sc
Natalie Achonwa,achonna01w,2019-05-24,0,26-183,IND,@,NYL,1,1,29,36,4,10,0.4,0,0,0,0,0,0,0,2,2,0,3,0,1,3,8,4
Natalie Achonwa,achonna01w,2019-05-28,0,26-187,IND,@,CON,-11,1,18,19,4,7,0.571,0,0,0,2,2,1,0,0,0,1,0,0,2,6,10,3
Natalie Achonwa,achonna01w,2019-06-01,0,26-191,IND,,NYL,15,1,19,56,3,3,1,0,0,0,1,1,1,1,4,5,2,0,1,1,3,7,7.9
Natalie Achonwa,achonna01w,2019-06-07,0,26-197,IND,,DAL,15,1,31,21,6,10,0.6,0,1,0,5,5,1,6,5,11,5,0,2,0,3,17,21.8
Natalie Achonwa,achonna01w,2019-06-09,0,26-199,IND,,PHO,-7,1,11,59,3,4,0.75,0,0,0,2,2,1,1,6,7,1,0,3,0,1,8,11.3
Natalie Achonwa,achonna01w,2019-06-11,0,26-201,IND,,SEA,-2,1,32,3,8,12,0.667,0,0,0,1,2,0.5,0,3,3,3,1,1,0,5,17,14.1
Natalie Achonwa,achonna01w,2019-06-13,0,26-203,IND,@,DAL,4,1,29,13,4,7,0.571,0,1,0,3,4,0.75,3,7,10,2,1,2,2,3,11,12.1
Natalie Achonwa,achonna01w,2019-06-15,0,26-205,IND,,CHI,-6,1,26,51,7,12,0.583,0,2,0,1,1,1,1,4,5,1,0,1,1,3,15,10.5
Natalie Achonwa,achonna01w,2019-06-23,0,26-213,IND,@,SEA,-4,0,12,47,3,5,0.6,0,0,0,1,1,1,0,4,4,0,1,0,0,0,7,6.9
Natalie Achonwa,achonna01w,2019-06-25,0,26-215,IND,,MIN,-4,0,26,10,4,7,0.571,0,0,0,2,2,1,3,4,7,1,0,1,1,4,10,8.8
Natalie Achonwa,achonna01w,2019-06-28,0,26-218,IND,@,PHO,-22,0,15,34,1,2,0.5,0,0,0,1,1,1,0,0,0,1,0,0,1,3,3,0.5
Natalie Achonwa,achonna01w,2019-06-29,0,26-219,IND,@,LVA,-5,0,16,39,3,6,0.5,0,0,0,0,1,0,2,7,9,3,0,1,0,4,6,7.3
Natalie Achonwa,achonna01w,2019-07-05,0,26-225,IND,@,DAL,20,1,24,0,3,6,0.5,0,0,0,7,8,0.875,2,2,4,2,1,0,0,0,13,14
Natalie Achonwa,achonna01w,2019-07-10,0,26-230,IND,,LVA,-3,0,15,34,3,6,0.5,0,0,0,4,4,1,1,2,3,0,1,0,2,1,10,6.9
Natalie Achonwa,achonna01w,2019-07-12,0,26-232,IND,,LAS,-6,1,17,51,3,8,0.375,0,0,0,1,1,1,1,1,2,0,0,3,0,1,7,5.3
Natalie Achonwa,achonna01w,2019-07-14,0,26-234,IND,,CON,-13,1,27,33,2,5,0.4,0,0,0,7,7,1,1,6,7,1,2,0,2,2,11,10.7
Natalie Achonwa,achonna01w,2019-07-19,0,26-239,IND,,WAS,-7,1,36,7,5,9,0.556,0,0,0,6,6,1,4,8,12,1,1,0,1,1,16,17.2
Natalie Achonwa,achonna01w,2019-07-21,0,26-241,IND,@,CHI,-8,1,26,40,3,7,0.429,0,1,0,0,0,0,3,4,7,2,1,1,0,5,6,6.7
Natalie Achonwa,achonna01w,2019-07-23,0,26-243,IND,@,PHO,-18,0,14,21,3,5,0.6,0,0,0,0,0,0,1,1,2,0,0,0,2,4,6,1.1
Natalie Achonwa,achonna01w,2019-07-31,0,26-251,IND,,ATL,2,1,22,18,3,7,0.429,0,0,0,1,1,1,1,7,8,2,1,0,0,3,7,7.3
Natalie Achonwa,achonna01w,2019-08-03,0,26-254,IND,,MIN,11,0,28,7,5,10,0.5,0,0,0,1,1,1,1,3,4,3,1,0,2,2,11,7.9
Natalie Achonwa,achonna01w,2019-08-08,0,26-259,IND,@,WAS,-13,1,22,43,3,6,0.5,1,1,1,2,2,1,2,2,4,1,0,0,1,1,9,7.3
Natalie Achonwa,achonna01w,2019-08-10,0,26-261,IND,,ATL,5,1,18,42,4,11,0.364,1,2,0.5,3,3,1,4,3,7,1,1,1,1,1,12,10.6
Natalie Achonwa,achonna01w,2019-08-18,0,26-269,IND,@,WAS,-39,1,23,39,3,9,0.333,0,0,0,1,1,1,0,3,3,5,0,0,4,2,7,1.5
Natalie Achonwa,achonna01w,2019-08-20,0,26-271,IND,,NYL,-6,1,21,10,4,14,0.286,1,3,0.333,2,2,1,5,2,7,0,0,2,1,3,11,6.1
Natalie Achonwa,achonna01w,2019-08-22,0,26-273,IND,@,LAS,-33,0,15,44,2,4,0.5,0,0,0,2,2,1,0,2,2,2,1,0,2,5,6,3
Natalie Achonwa,achonna01w,2019-08-25,0,26-276,IND,@,SEA,9,0,10,9,0,1,0,0,0,0,0,0,0,1,6,7,3,1,0,1,1,0,3.5
Natalie Achonwa,achonna01w,2019-08-27,0,26-278,IND,,LVA,15,0,9,17,2,3,0.667,0,0,0,0,0,0,0,4,4,1,0,0,1,3,4,2.4
Natalie Achonwa,achonna01w,2019-09-06,0,26-288,IND,@,NYL,5,0,14,27,0,0,0,0,0,0,2,2,1,2,1,3,2,1,0,0,0,2,6.1
Natalie Achonwa,achonna01w,2019-09-08,0,26-290,IND,,CON,28,0,17,6,1,7,0.143,0,1,0,2,4,0.5,2,5,7,2,0,1,0,4,4,2.1
Kayla Alexander,alexaka01w,2019-08-27,0,28-234,CHI,@,MIN,-8,0,2,40,0,1,0,0,0,0,2,2,1,1,1,2,0,0,0,0,0,2,2.3
Kayla Alexander,alexaka01w,2019-09-01,0,28-239,CHI,,PHO,27,0,6,11,1,1,1,0,0,0,0,0,0,1,2,3,0,0,0,1,1,2,1.6
Kayla Alexander,alexaka01w,2019-09-08,0,28-246,CHI,@,WAS,-14,0,11,1,2,2,1,0,0,0,1,2,0.5,0,2,2,1,0,0,0,2,5,4.5
Rebecca Allen,allenre01w,2019-05-24,0,26-199,NYL,,IND,-1,1,18,46,2,3,0.667,2,3,0.667,0,0,0,1,4,5,0,2,2,2,4,6,6.4
Rebecca Allen,allenre01w,2019-06-01,0,26-207,NYL,@,IND,-15,0,18,39,0,7,0,0,3,0,2,2,1,0,1,1,2,1,0,0,0,2,-0.2
Rebecca Allen,allenre01w,2019-06-04,0,26-210,NYL,,LAS,-5,0,9,32,2,3,0.667,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5,3.3
Rebecca Allen,allenre01w,2019-06-07,0,26-213,NYL,,WAS,-9,0,22,53,5,10,0.5,3,7,0.429,0,0,0,1,3,4,0,0,3,2,4,13,8.1
Rebecca Allen,allenre01w,2019-06-09,0,26-215,NYL,,LVA,10,0,22,42,2,8,0.25,0,2,0,2,2,1,2,2,4,1,1,2,0,4,6,4.7
Rebecca Allen,allenre01w,2019-07-12,0,26-248,NYL,@,CHI,-16,0,11,52,3,6,0.5,0,0,0,0,0,0,0,2,2,1,0,0,0,0,6,4.3
Rebecca Allen,allenre01w,2019-07-14,0,26-250,NYL,@,SEA,-9,0,16,50,1,3,0.333,0,1,0,0,0,0,2,1,3,2,0,1,0,1,2,3.7
Rebecca Allen,allenre01w,2019-07-20,0,26-256,NYL,,LAS,5,0,11,22,1,3,0.333,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,-1.3
Rebecca Allen,allenre01w,2019-07-24,0,26-260,NYL,@,CON,-7,0,13,48,3,9,0.333,3,5,0.6,0,0,0,0,2,2,1,0,0,1,2,9,3.4
Rebecca Allen,allenre01w,2019-08-01,0,26-268,NYL,@,DAL,-23,0,15,10,3,6,0.5,2,2,1,3,3,1,0,5,5,0,3,0,1,2,11,10.7
Rebecca Allen,allenre01w,2019-08-04,0,26-271,NYL,,CON,-15,0,13,38,2,4,0.5,0,2,0,0,0,0,0,3,3,0,0,2,2,1,4,1.9
Rebecca Allen,allenre01w,2019-08-07,0,26-274,NYL,@,CHI,-9,0,16,56,7,13,0.538,6,11,0.545,1,2,0.5,0,0,0,4,0,4,1,3,21,17.7
Rebecca Allen,allenre01w,2019-08-11,0,26-278,NYL,,SEA,-15,0,19,18,4,9,0.444,0,2,0,0,0,0,0,1,1,0,1,0,1,5,8,1.6
Rebecca Allen,allenre01w,2019-08-13,0,26-280,NYL,,MIN,-16,0,29,7,11,15,0.733,6,7,0.857,0,0,0,2,2,4,0,0,0,1,2,28,22.1
Rebecca Allen,allenre01w,2019-08-16,0,26-283,NYL,@,DAL,-6,0,14,23,0,2,0,0,0,0,2,2,1,0,1,1,0,0,0,1,2,2,-0.9
Rebecca Allen,allenre01w,2019-08-18,0,26-285,NYL,@,PHO,-6,1,22,17,1,6,0.167,0,2,0,0,0,0,0,3,3,2,1,0,1,5,2,-1.5
Rebecca Allen,allenre01w,2019-08-20,0,26-287,NYL,@,IND,6,0,5,30,0,1,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0.6
Rebecca Allen,allenre01w,2019-08-23,0,26-290,NYL,,ATL,-3,0,19,49,4,10,0.4,2,3,0.667,1,1,1,0,3,3,0,0,1,0,2,11,6.4
Rebecca Allen,allenre01w,2019-08-25,0,26-292,NYL,@,WAS,-29,0,18,26,4,8,0.5,1,3,0.333,0,0,0,0,4,4,1,0,1,1,1,9,6.2
Rebecca Allen,allenre01w,2019-08-27,0,26-294,NYL,,PHO,-13,0,10,17,1,2,0.5,1,1,1,0,0,0,0,1,1,1,0,0,0,4,3,1.4
Rebecca Allen,allenre01w,2019-08-30,0,26-297,NYL,,CON,-10,0,15,40,1,7,0.143,0,3,0,0,0,0,1,3,4,1,0,0,0,0,2,-0.2
Rebecca Allen,allenre01w,2019-09-03,0,26-301,NYL,,WAS,-16,0,22,21,2,5,0.4,0,2,0,2,4,0.5,0,2,2,1,1,1,1,1,6,4.1
Rebecca Allen,allenre01w,2019-09-06,0,26-304,NYL,,IND,-5,0,23,10,5,9,0.556,1,4,0.25,0,0,0,1,3,4,0,1,0,2,2,11,6.5
Rebecca Allen,allenre01w,2019-09-08,0,26-306,NYL,@,ATL,8,0,19,28,1,7,0.143,1,3,0.333,0,0,0,1,1,2,0,1,1,0,1,3,0.8
Jillian Alleyne,alleyji01w,2019-08-03,0,24-329,MIN,@,IND,-11,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Jillian Alleyne,alleyji01w,2019-08-06,0,24-332,MIN,@,ATL,16,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7
Jillian Alleyne,alleyji01w,2019-08-09,0,24-335,MIN,,CON,32,0,3,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.3
Jillian Alleyne,alleyji01w,2019-08-11,0,24-337,MIN,@,WAS,-23,0,6,48,1,3,0.333,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2,1.3
Jillian Alleyne,alleyji01w,2019-08-13,0,24-339,MIN,@,NYL,16,0,2,15,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2
Ariel Atkins,atkinar01w,2019-05-25,0,22-299,WAS,@,CON,-15,1,29,36,3,9,0.333,0,3,0,4,5,0.8,0,2,2,1,0,0,1,4,10,3.2
Ariel Atkins,atkinar01w,2019-06-01,0,22-306,WAS,,ATL,21,1,26,7,8,11,0.727,4,7,0.571,1,1,1,0,3,3,3,1,0,3,2,21,16.7
Ariel Atkins,atkinar01w,2019-06-05,0,22-310,WAS,,CHI,18,1,23,57,4,10,0.4,3,6,0.5,0,0,0,1,1,2,2,0,0,0,1,11,7.6
Ariel Atkins,atkinar01w,2019-06-07,0,22-312,WAS,@,NYL,9,1,18,20,0,5,0,0,2,0,2,2,1,1,1,2,1,1,0,0,0,2,1.2
Ariel Atkins,atkinar01w,2019-06-09,0,22-314,WAS,,DAL,24,1,18,58,0,7,0,0,4,0,0,0,0,0,2,2,0,2,0,0,1,0,-2.7
Ariel Atkins,atkinar01w,2019-06-11,0,22-316,WAS,@,CON,-8,1,25,44,7,13,0.538,1,5,0.2,3,3,1,1,2,3,2,5,1,0,1,18,19.7
Ariel Atkins,atkinar01w,2019-06-14,0,22-319,WAS,,SEA,-3,1,23,25,3,11,0.273,1,5,0.2,0,0,0,1,1,2,1,3,0,1,1,7,3.8
Ariel Atkins,atkinar01w,2019-06-18,0,22-323,WAS,@,LAS,29,1,23,5,7,13,0.538,5,8,0.625,3,4,0.75,1,0,1,0,1,0,2,2,22,14.2
Ariel Atkins,atkinar01w,2019-06-20,0,22-325,WAS,@,LVA,23,1,29,19,7,10,0.7,3,4,0.75,2,2,1,0,3,3,0,2,1,1,0,19,17.4
Ariel Atkins,atkinar01w,2019-06-23,0,22-328,WAS,@,ATL,16,1,19,29,2,8,0.25,1,4,0.25,2,2,1,0,4,4,1,0,2,1,3,7,3.3
Ariel Atkins,atkinar01w,2019-06-26,0,22-331,WAS,@,CHI,7,1,31,30,7,16,0.438,0,1,0,0,0,0,2,4,6,3,5,3,0,3,14,16.2
Ariel Atkins,atkinar01w,2019-06-29,0,22-334,WAS,,CON,43,1,28,47,6,13,0.462,2,5,0.4,1,1,1,1,2,3,4,2,0,0,2,15,13.6
Ariel Atkins,atkinar01w,2019-07-07,0,22-342,WAS,@,LAS,-17,1,18,42,2,8,0.25,1,4,0.25,0,0,0,0,2,2,0,0,3,0,2,5,2.1
Ariel Atkins,atkinar01w,2019-07-10,0,22-345,WAS,,PHO,-23,1,26,51,5,14,0.357,2,7,0.286,2,2,1,1,2,3,1,1,0,0,5,14,7.2
Ariel Atkins,atkinar01w,2019-07-13,0,22-348,WAS,,LVA,-4,1,19,33,2,6,0.333,1,3,0.333,5,6,0.833,1,4,5,3,2,1,2,1,10,10.5
Ariel Atkins,atkinar01w,2019-07-19,0,22-354,WAS,@,IND,7,1,30,15,5,13,0.385,2,8,0.25,0,1,0,3,1,4,3,2,1,2,2,12,8.9
Ariel Atkins,atkinar01w,2019-07-24,0,22-359,WAS,@,MIN,8,1,14,44,0,3,0,0,2,0,1,2,0.5,2,2,4,2,1,0,0,3,1,1.7
Ariel Atkins,atkinar01w,2019-07-30,0,23-000,WAS,,PHO,6,1,16,4,1,5,0.2,0,3,0,0,0,0,1,1,2,1,1,0,0,2,2,0.8
Ariel Atkins,atkinar01w,2019-08-02,0,23-003,WAS,@,SEA,20,1,31,49,6,11,0.545,5,8,0.625,0,0,0,0,4,4,5,2,0,0,4,17,16.8
Ariel Atkins,atkinar01w,2019-08-04,0,23-005,WAS,@,PHO,-21,1,20,49,4,8,0.5,2,5,0.4,0,0,0,0,0,0,2,1,0,1,4,10,5.8
