name,id,date,playoffs,age,tm,venue,opp,plus_minus,gs,minutes,seconds,fg,fga,fg_percent,x3p,x3pa,x3p_percent,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,gm_sc
Svetlana Abrosimova,abrossv01w,2008-08-31,0,28-053,CON,,SEA,4,0,13,0,2,3,0.667,0,1,0,0,0,0,0,3,3,2,0,0,3,3,4,0.8
Svetlana Abrosimova,abrossv01w,2008-09-05,0,28-058,CON,,CHI,5,0,22,0,2,8,0.25,0,2,0,2,2,1,0,2,2,1,1,0,2,1,6,1.1
Svetlana Abrosimova,abrossv01w,2008-09-07,0,28-060,CON,,SAS,-12,0,19,0,3,10,0.3,2,5,0.4,1,2,0.5,1,3,4,6,2,0,1,3,9,8.4
Svetlana Abrosimova,abrossv01w,2008-09-09,0,28-062,CON,@,HOU,-7,0,12,0,0,3,0,0,1,0,2,2,1,0,2,2,1,0,0,3,2,2,-2.6
Svetlana Abrosimova,abrossv01w,2008-09-11,0,28-064,CON,@,SAS,-4,0,22,0,3,8,0.375,0,2,0,1,2,0.5,1,5,6,0,1,0,1,3,7,3.2
Svetlana Abrosimova,abrossv01w,2008-09-13,0,28-066,CON,,WAS,6,0,16,0,1,4,0.25,0,1,0,4,4,1,1,2,3,2,4,0,1,1,6,8.9
Matee Ajavon,ajavoma01w,2008-05-17,0,22-010,HOU,@,DET,-19,0,30,0,5,12,0.417,0,3,0,2,3,0.667,2,3,5,4,2,0,6,3,12,5.1
Matee Ajavon,ajavoma01w,2008-05-25,0,22-018,HOU,@,WAS,-3,0,24,0,2,12,0.167,0,3,0,3,5,0.6,0,2,2,2,4,0,4,4,7,-1
Matee Ajavon,ajavoma01w,2008-05-27,0,22-020,HOU,,MIN,-6,0,14,0,3,7,0.429,0,1,0,2,2,1,2,1,3,2,0,0,0,2,8,6.6
Matee Ajavon,ajavoma01w,2008-05-30,0,22-023,HOU,@,SAC,-7,0,19,0,6,12,0.5,1,2,0.5,1,2,0.5,0,2,2,2,2,0,2,4,14,8
Matee Ajavon,ajavoma01w,2008-06-01,0,22-025,HOU,@,SEA,-1,0,20,0,1,8,0.125,0,1,0,7,10,0.7,2,0,2,1,2,1,1,4,9,4.8
Matee Ajavon,ajavoma01w,2008-06-03,0,22-027,HOU,,SAS,3,0,29,0,6,21,0.286,0,1,0,3,3,1,6,1,7,3,2,0,4,4,15,5.7
Matee Ajavon,ajavoma01w,2008-06-06,0,22-030,HOU,@,NYL,-8,0,16,0,2,7,0.286,0,0,0,2,2,1,1,0,1,0,0,0,2,3,6,-0.6
