name,id,date,playoffs,age,tm,venue,opp,plus_minus,gs,minutes,seconds,fg,fga,fg_percent,x3p,x3pa,x3p_percent,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,gm_sc
Natalie Achonwa,achonna01w,2018-05-19,0,25-178,IND,,CHI,-18,1,19,16,2,6,0.333,0,0,0,0,0,0,3,3,6,1,1,0,1,1,4,3.9
Natalie Achonwa,achonna01w,2018-05-20,0,25-179,IND,@,WAS,-7,1,24,42,7,11,0.636,0,0,0,7,10,0.7,8,4,12,1,0,0,1,3,21,20.2
Natalie Achonwa,achonna01w,2018-05-22,0,25-181,IND,,LAS,-17,1,16,49,1,2,0.5,0,0,0,4,4,1,2,6,8,2,0,0,2,3,6,6.4
Natalie Achonwa,achonna01w,2018-05-24,0,25-183,IND,,WAS,-9,1,23,31,0,1,0,0,0,0,2,2,1,0,5,5,3,2,1,3,6,2,2.2
Natalie Achonwa,achonna01w,2018-05-26,0,25-185,IND,@,CON,-9,1,11,4,1,3,0.333,0,0,0,0,0,0,2,1,3,1,0,1,0,3,2,2.2
Natalie Achonwa,achonna01w,2018-06-02,0,25-192,IND,,NYL,-6,1,21,4,2,4,0.5,0,0,0,4,6,0.667,2,3,5,2,1,0,1,0,8,8.9
Natalie Achonwa,achonna01w,2018-06-08,0,25-198,IND,,DAL,-6,1,21,38,4,6,0.667,0,0,0,3,4,0.75,3,2,5,0,0,0,0,2,11,9.9
Natalie Achonwa,achonna01w,2018-06-10,0,25-200,IND,@,NYL,-3,1,27,27,5,10,0.5,0,0,0,0,0,0,3,7,10,1,1,1,2,4,10,8
Natalie Achonwa,achonna01w,2018-06-12,0,25-202,IND,,LVA,-9,1,37,32,12,16,0.75,0,0,0,2,2,1,4,11,15,2,1,1,1,2,26,27
Natalie Achonwa,achonna01w,2018-06-14,0,25-204,IND,@,ATL,-5,1,28,26,4,6,0.667,0,0,0,2,2,1,2,7,9,0,3,1,2,4,10,11
