name,id,date,playoffs,age,tm,venue,opp,plus_minus,gs,minutes,seconds,fg,fga,fg_percent,x3p,x3pa,x3p_percent,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,gm_sc
Svetlana Abrosimova,abrossv01w,2010-05-16,0,29-311,SEA,,LAS,14,0,7,0,1,4,0.25,0,2,0,0,0,0,1,1,2,0,1,0,0,2,2,0.8
Svetlana Abrosimova,abrossv01w,2010-05-19,0,29-314,SEA,,MIN,3,0,5,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.4
Svetlana Abrosimova,abrossv01w,2010-05-22,0,29-317,SEA,@,PHO,6,0,19,0,3,7,0.429,1,2,0.5,0,0,0,1,3,4,5,2,0,0,1,7,10
Svetlana Abrosimova,abrossv01w,2010-05-25,0,29-320,SEA,,WAS,6,0,13,0,1,4,0.25,1,2,0.5,0,2,0,0,1,1,1,1,0,0,2,3,1
Svetlana Abrosimova,abrossv01w,2010-05-27,0,29-322,SEA,@,CHI,-9,0,18,0,5,10,0.5,2,5,0.4,1,1,1,2,0,2,2,1,0,0,3,13,10.6
Svetlana Abrosimova,abrossv01w,2010-05-30,0,29-325,SEA,@,SAS,28,0,22,0,3,6,0.5,1,3,0.333,1,2,0.5,0,4,4,2,0,0,1,4,8,4.6
Svetlana Abrosimova,abrossv01w,2010-06-01,0,29-327,SEA,,ATL,18,0,21,0,4,6,0.667,0,0,0,1,2,0.5,0,3,3,1,1,0,3,4,9,4
Svetlana Abrosimova,abrossv01w,2010-06-05,0,29-331,SEA,@,LAS,4,0,21,0,3,8,0.375,1,3,0.333,0,0,0,1,2,3,1,0,0,1,1,7,3.2
Svetlana Abrosimova,abrossv01w,2010-06-06,0,29-332,SEA,,PHO,23,0,26,0,2,11,0.182,1,4,0.25,3,4,0.75,2,5,7,2,3,0,3,2,8,4.2
Svetlana Abrosimova,abrossv01w,2010-06-11,0,29-337,SEA,,LAS,22,0,19,0,3,5,0.6,1,2,0.5,2,2,1,1,1,2,2,3,0,0,0,9,12.1
Svetlana Abrosimova,abrossv01w,2010-06-17,0,29-343,SEA,@,IND,-7,0,16,0,1,7,0.143,0,4,0,0,0,0,0,2,2,3,1,0,1,2,2,-0.6
Svetlana Abrosimova,abrossv01w,2010-06-18,0,29-344,SEA,@,NYL,8,0,12,0,3,4,0.75,2,2,1,0,0,0,2,2,4,0,0,0,2,2,8,5.6
Svetlana Abrosimova,abrossv01w,2010-06-20,0,29-346,SEA,,SAS,21,0,26,0,4,8,0.5,0,2,0,0,0,0,0,5,5,1,1,0,0,3,8,6
Svetlana Abrosimova,abrossv01w,2010-06-25,0,29-351,SEA,,IND,4,0,15,0,0,2,0,0,0,0,1,2,0.5,3,1,4,0,0,0,1,2,1,-0.2
